,pretty_formula,D_max,composition,mean simul. packing efficiency,mean abs simul. packing efficiency,dist from 1 clusters |APE| < 0.010,PymatgenData mean X,PymatgenData std_dev X,PymatgenData mean group,PymatgenData std_dev group,PymatgenData mean block,PymatgenData std_dev block,PymatgenData mean atomic_mass,PymatgenData std_dev atomic_mass,PymatgenData mean atomic_radius,PymatgenData std_dev atomic_radius,PymatgenData mean mendeleev_no,PymatgenData std_dev mendeleev_no,PymatgenData mean electrical_resistivity,PymatgenData mean thermal_conductivity,PymatgenData std_dev thermal_conductivity,PymatgenData mean melting_point,PymatgenData std_dev melting_point,Miedema_deltaH_amor,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,Yang omega,Yang delta,Miedema_deltaH_ami,Miedema_deltaH_am_min
0,Pd25Ni57P18,10,Pd25 Ni57 P18,0.020895838,0.020895838,0.033500956,2.0329,0.185814538,10.9,2.521879439,2.82,0.504375888,65.63551516,33.71648689,1.2995,0.186241467,71.64,11.34601962,8.60E-08,69.91248,44.10090678,1499.0865,728.9674318,-0.500309625,0.164835165,0.059340659,0.775824176,0,0.586616691,0.103001088,0.126935626,-0.09433437
26,Co48Cr15Mo14C15B6Er2,10,Co48 Cr15 Mo14 C15 B6 Er2,0.003098008,0.015376841,0.051345532,1.9835,0.347369881,9.22,3.329631801,2.79,0.486479097,55.3143936,35.626564,1.252,0.324347254,66.96,17.55441509,60000000000,104.48,35.88119563,2328.06,869.1564904,0.25696612,0.240168539,0.050561798,0.675561798,0.033707865,0.838639406,0.182956591,0.213361695,-0.229749721
27,Fe48Cr15Mo14C15B6Er2,10,Fe48 Cr15 Mo14 C15 B6 Er2,0.003098008,0.015376841,0.051345532,1.9595,0.358668384,8.74,3.426922027,2.79,0.486479097,53.83206,35.45903538,1.276,0.335859661,65.52,17.98674421,60000000000,94.88,39.40291885,2348.7,850.3593014,0.272767435,0.25753012,0.054216867,0.652108434,0.036144578,0.842670909,0.182956591,0.21231559,-0.11967003
49,Ca60Mg17.5Zn22.5,10,Ca60 Mg17.5 Zn22.5,-0.005522518,0.007252961,0.031180478,1.2005,0.358170219,4.25,5.586416892,1.45,1.117283378,43.0172,17.91215563,1.64625,0.259662274,39.475,38.48354481,4.16E-08,175,44.26885523,986.378,231.8576751,-0.101647171,0.470588235,0,0.529411765,0,0.516782002,0.146335788,0.046014752,-0.073377029
50,Ca62.5Mg17.5Zn20,10,Ca62.5 Mg17.5 Zn20,-0.013343682,0.013343682,0.01767767,1.18425,0.353620814,4,5.449621626,1.4,1.089924325,42.383925,17.58254986,1.6575,0.25829622,37.975,38.6710651,4.10E-08,177,43.74573231,996.936,228.7175114,-0.09004149,0.5,0,0.5,0,0.537956288,0.141767284,0.044516686,-0.049757428
57,Fe48Cr15Mo14C15B6Dy2,9,Fe48 Cr15 Mo14 C15 B6 Dy2,0.003098008,0.015376841,0.051345532,1.9591,0.359826773,8.7,3.354899328,2.79,0.486479097,53.73688,35.03105463,1.276,0.335859661,65.56,17.85127974,60000000000,94.8,39.63924337,2346.26,852.8381688,0.276217765,0.259090909,0.054545455,0.656060606,0.03030303,0.845291967,0.182956591,0.212316763,-0.119917923
78,Fe56Mn5Cr7Mo12Er2C12B6,8,Fe56 Mn5 Cr7 Mo12 Er2 C12 B6,-0.000386247,0.017243762,0.025980762,1.9309,0.353271376,8.71,3.254856144,2.82,0.477924948,54.60775325,35.03058694,1.296,0.326494374,64.87,17.40842868,60000000000,87.17,45.2940648,2223.21,859.385857,0.2538406,0.261939219,0.04341534,0.659913169,0.034732272,0.918548316,0.1692356,0.210443019,-0.086999465
80,Fe48Cr15Mo14C15B6Y2,8,Fe48 Cr15 Mo14 C15 B6 Y2,0.002884049,0.015052356,0.040554015,1.9591,0.359826773,8.52,3.438806813,2.79,0.486479097,52.264997,30.36233614,1.277,0.337970362,65.58,17.7855188,60000000000,94.92,39.28849367,2348.64,850.4144751,0.281471428,0.26635514,0.056074766,0.677570093,0,0.849370479,0.184596376,0.212562602,-0.12060329
81,Cr30Fe26Co7Mo14C15B6Y2,8,Cr30 Fe26 Co7 Mo14 C15 B6 Y2,-0.007136433,0.022322564,0.043969687,1.9371,0.356301073,8.29,3.39950122,2.79,0.457852057,51.90383565,28.57948554,1.2735,0.316692436,65.19,16.98063756,60000000000,98.42,35.94923132,2400.98,769.4085467,0.313580833,0.252019386,0.05815832,0.689822294,0,0.990597577,0.185628197,0.246418107,-0.207789588
119,Fe51Mo12Cr4Mn10C15B6Er2,7,Fe51 Mo12 Cr4 Mn10 C15 B6 Er2,0.006301174,0.013753515,0.047827816,1.9436,0.374731094,8.9,3.31412368,2.79,0.491267947,53.3628435,35.07315883,1.275,0.338523983,65.96,17.90847321,60000000000,84.94,49.95605284,2257.21,908.1492544,0.451199369,0.270588235,0.052941176,0.641176471,0.035294118,0.844461312,0.182526131,0.22620679,-0.128179088
120,(Fe0.712B0.24Y0.048)96Nb4,7,Fe68.352 B23.04 Y4.608 Nb4,0.006568298,0.010375679,0.043929932,1.8410752,0.248105367,8.8016,3.731969696,2.7696,0.610342394,48.47506557,32.99685793,1.293712,0.372005258,64.78112,20.08310894,2.30E+11,63.84576,35.39021857,1971.96224,399.7259238,-0.244008433,0.30164984,0.035459246,0.662890914,0,0.643119335,0.174161237,0.108942039,0.07531137
126,Fe39Co9Cr15Mo14C15B6Y2,6.5,Fe39 Co9 Cr15 Mo14 C15 B6 Y2,0.002884049,0.015052356,0.054974742,1.9636,0.341245431,8.61,3.276246556,2.79,0.463809546,52.54293455,29.00947319,1.2725,0.320400646,65.85,16.89021713,60000000000,96.72,37.09325749,2344.77,814.2271916,0.311799505,0.262672811,0.055299539,0.68202765,0,0.980201758,0.184596376,0.252889245,-0.193202053
127,Fe51Mo12Cr4Mn10C15B6Y2,6.5,Fe51 Mo12 Cr4 Mn10 C15 B6 Y2,0.006088141,0.01327928,0.047827816,1.9432,0.375837267,8.68,3.342011785,2.79,0.491267947,51.7957805,29.76370588,1.276,0.340663748,66.02,17.7001666,60000000000,84.98,49.87566152,2257.15,908.1931464,0.46121353,0.279635258,0.054711246,0.665653495,0,0.85127885,0.184177996,0.226065814,-0.128483589
128,Fe68B22Y6Mo4,6.5,Fe68 B22 Y6 Mo4,-0.002996371,0.014705254,0.049459893,1.8528,0.272212241,8.72,3.70436419,2.78,0.595437196,49.524971,33.28179946,1.305,0.372685696,64.14,20.65059581,2.20E+11,66.92,41.26796128,1972.04,418.679147,-0.215662064,0.300613497,0.033742331,0.665644172,0,0.748927861,0.178743632,0.112169044,0.072106526
133,Fe66Co10Mo4P9C4B4Si3,6,Fe66 Co10 Mo4 P9 C4 B4 Si3,-0.002253002,0.009536056,0.058428083,1.9199,0.238827254,9.27,3.48802189,2.8,0.5440289,51.13169108,22.75075317,1.302,0.270466363,66.79,15.66068123,40000000000,79.56124,46.22273326,1813.027,879.7010425,-0.192694007,0.2696011,0.061898212,0.668500688,0,0.709827842,0.112261362,0.141632686,0.034953648
134,Fe68Ni5Mo5Cr2P12.5C5B2.5,6,Fe68 Ni5 Mo5 Cr2 P12.5 C5 B2.5,-0.004555201,0.011038024,0.045886333,1.93335,0.275193352,9.26,3.807215193,2.8,0.558227095,51.48872225,23.60949949,1.30125,0.287909844,66.92,16.91308342,25000000000,75.4845,48.52768949,1794.6675,1030.829457,-0.182226375,0.26584022,0.068870523,0.665289256,0,0.626813235,0.117388641,0.143975759,0.029791194
160,Fe49Cr15Mo14C15B6Er1,6,Fe49 Cr15 Mo14 C15 B6 Er1,0.007445701,0.016829962,0.051207638,1.9654,0.350853788,8.68,3.39206027,2.79,0.489773971,52.71792,32.96465852,1.2725,0.333602829,65.91,17.33810932,60000000000,95.53,38.52299644,2348.79,856.0362725,0.358099274,0.259878419,0.054711246,0.667173252,0.018237082,0.832031788,0.177655476,0.200907913,-0.098227724
161,Fe58Cr5Mo14Er2C15B6,6,Fe58 Cr5 Mo14 Er2 C15 B6,0.009752512,0.015369395,0.054922936,1.9765,0.366474636,8.94,3.491313262,2.79,0.519380494,54.21695,37.85547085,1.276,0.358574413,65.92,18.9742487,60000000000,93.48,42.45455916,2311.8,929.7305493,0.421004179,0.264619883,0.052631579,0.647660819,0.035087719,0.747548875,0.182087786,0.187462421,-0.085490099
163,Fe43Co5Cr15Mo14C15B6Y2,6,Fe43 Co5 Cr15 Mo14 C15 B6 Y2,0.002884049,0.015052356,0.051639778,1.9616,0.348258803,8.57,3.337047662,2.79,0.47221168,52.41940675,29.50739087,1.2745,0.327040226,65.73,17.22702225,60000000000,95.92,37.94473911,2346.49,827.4249389,0.388687433,0.264296754,0.055641422,0.680061824,0,0.940602413,0.184596376,0.238213907,-0.1658905
165,Fe69Mo3Y6B22,6,Fe69 Mo3 Y6 B22,-0.001671779,0.013877603,0.052144111,1.8495,0.272266379,8.74,3.735524077,2.78,0.603598551,49.124021,33.06081877,1.3045,0.377455865,64.19,20.90489535,2.20E+11,66.33,40.52943414,1961.19,402.8719455,-0.202467543,0.301223242,0.033639144,0.665137615,0,0.722276768,0.178335652,0.110043639,0.076915857
177,Ca60Mg15Zn25,6,Ca60 Mg15 Zn25,-0.003545705,0.008896071,0.023570226,1.209,0.370922881,4.5,5.812381937,1.5,1.162476387,44.0448,18.1086569,1.6425,0.266166479,39.55,38.73559017,4.20E-08,174,45.79625855,980.62,240.3457015,-0.108527197,0.444444444,0,0.555555556,0,0.478974727,0.149863158,0.04677544,-0.051289719
179,Ca65Mg15Zn20,6,Ca65 Mg15 Zn20,-0.019194046,0.019194046,0.046770717,1.1765,0.362737033,4,5.573864114,1.4,1.114772823,42.77825,17.53546705,1.665,0.263564071,36.55,39.04310538,4.07E-08,178,44.85142679,1001.736,234.7140495,-0.086053293,0.5,0,0.5,0,0.517732124,0.140614368,0.043865926,-0.050255623
180,Mg66Zn30Ca3.5Sr0.5,6,Mg66 Zn30 Ca3.5 Sr0.5,-0.014202586,0.014202586,0.037322062,1.39935,0.254757449,5,6.662085854,1.6,1.332417171,37.50483,27.63638397,1.468,0.14629165,71.615,16.65945087,4.89E-08,148.775,32.11928177,861.259,168.7464874,-0.036132672,0.4,0,0.6,0,1.156572021,0.084679381,0.035804613,0.035804613
181,Mg66Zn30Ca3Sr1,6,Mg66 Zn30 Ca3 Sr1,-0.014523101,0.014523101,0.040856481,1.3991,0.25556828,5,6.660326516,1.6,1.332065303,37.74254,28.10166533,1.469,0.152357894,71.61,16.69059752,4.94E-08,147.95,33.7442198,860.934,167.7985165,-0.035797266,0.4,0,0.6,0,1.175161875,0.08599877,0.035524738,0.035524738
182,(Co0.7Fe0.3)68B21.9Si5.1Nb5,5.5,Co47.6 Fe20.4 B21.9 Si5.1 Nb5,0.022419595,0.028481536,0.037280055,1.89186,0.120869769,9.727,2.78234422,2.73,0.538877028,47.88986932,26.96102255,1.24295,0.264507123,68.727,12.96143269,2.19E+11,80.183,40.05969634,1948.98,364.3418074,-0.452719055,0.277501067,0.045680945,0.676817988,0,0.793538776,0.138833684,0.156788077,-0.105977911
183,Fe45Co3Cr15Mo14C15B6Y2,5.5,Fe45 Co3 Cr15 Mo14 C15 B6 Y2,0.002884049,0.015052356,0.051639778,1.9606,0.352478742,8.55,3.374007791,2.79,0.477372617,52.35764285,29.81565985,1.2755,0.331029758,65.67,17.43043867,60000000000,95.52,38.44129247,2347.35,835.6805047,0.449971562,0.265116279,0.055813953,0.679069767,0,0.913503621,0.184596376,0.226720464,-0.14534086
192,Fe56Co20Mo4P9C4B4Si3,5,Fe56 Co20 Mo4 P9 C4 B4 Si3,-0.002253002,0.009536056,0.064935422,1.9249,0.218352517,9.37,3.183973263,2.8,0.502915936,51.44051058,21.17263632,1.297,0.247628652,67.09,14.33100303,40000000000,81.56124,43.42237801,1808.727,813.3995646,-0.237216085,0.265943012,0.061058345,0.672998643,0,0.792224325,0.112261362,0.139865271,0.017749115
193,(Fe0.933Ni0.067)74Mo6P10C7.5B2.5,5,Fe69.042 Ni4.958 Mo6 P10 C7.5 B2.5,0.002658505,0.010656369,0.052020909,1.9490164,0.301783823,9.25416,3.761935683,2.8,0.565113792,51.49137737,25.84170082,1.294271,0.314031923,67.07248,17.46574587,25000000000,79.28398,48.75234641,1885.23986,1087.497811,-0.025877895,0.267432756,0.06547967,0.667087575,0,0.610191839,0.129162939,0.144803844,0.021040942
194,(Fe0.95Ni0.05)74Mo6P10C7.5B2.5,5,Fe70.3 Ni3.7 Mo6 P10 C7.5 B2.5,0.00266429,0.010627499,0.055640094,1.94801,0.307391357,9.229,3.828496613,2.8,0.574620127,51.4555445,26.26009394,1.2949,0.319641291,66.997,17.78615166,25000000000,79.1456,49.53623714,1886.284,1105.565107,0.007728695,0.268363536,0.065707567,0.665928897,0,0.591177797,0.129132318,0.139203062,0.032180163
195,((Fe0.5Co0.5)0.75B0.2Si0.05)96Nb4,5,Fe36 Co36 B19.2 Si4.8 Nb4,0.020740165,0.020740165,0.051329004,1.88248,0.113161325,9.488,2.681584258,2.76,0.510450308,48.4602214,24.79045237,1.264,0.253269894,67.712,12.44370759,1.92E+11,79.344,36.74418243,1930.424,333.7666409,-0.412234575,0.276523702,0.040632054,0.682844244,0,0.874356869,0.130342725,0.141238004,-0.028462839
196,((Fe0.5Co0.5)0.75B0.15Si0.1)96Nb4,5,Fe36 Co36 B14.4 Si9.6 Nb4,0.011204801,0.011204801,0.060339779,1.87576,0.104484192,9.536,2.763557416,2.76,0.507123057,49.2893974,23.19000058,1.276,0.230932293,67.664,12.26469926,1.44E+11,85.248,37.89299755,1898.648,317.3038993,-0.429283695,0.274663677,0.047085202,0.678251121,0,0.823810389,0.117429329,0.138344577,-0.022157784
197,(Co0.6Fe0.4)68B21.9Si5.1Nb5,5,Co40.8 Fe27.2 B21.9 Si5.1 Nb5,0.022419595,0.028481536,0.021461996,1.88846,0.119892451,9.659,2.768950192,2.73,0.528190156,47.67987206,26.3180895,1.24635,0.261669911,68.523,12.84284234,2.19E+11,78.823,38.74720152,1951.904,355.2461519,-0.471336537,0.280212674,0.046127317,0.673660009,0,0.820007426,0.138833684,0.159454581,-0.090595634
240,(Fe0.732B0.22Y0.048)95Mo5,5,Fe69.54 B20.9 Y4.56 Mo5,-0.001735951,0.013636995,0.050959709,1.862574,0.255529643,8.717,3.595124506,2.791,0.594244181,49.94521876,33.3045944,1.30579,0.36323295,64.3334,19.60072377,2.09E+11,69.0002,41.8800647,1977.1448,442.7151471,-0.193196554,0.294250792,0.031537649,0.674211559,0,0.767948231,0.167724951,0.106115458,0.092204649
249,Fe43Cr16Mo16C15B8Sm2,5,Fe43 Cr16 Mo16 C15 B8 Sm2,0.005389132,0.016963007,0.045529857,1.9672,0.356236797,8.66,3.350071416,2.77,0.49100263,53.356811,34.66066061,1.268,0.339611892,66,17.56865883,80000000000,95.1,40.66574351,2375.71,834.9834369,0.21582272,0.264150943,0.059748428,0.657232704,0.018867925,0.862884533,0.192861291,0.224935149,-0.148632587
250,Fe43Cr16Mo16C15B6Sm4,5,Fe43 Cr16 Mo16 C15 B6 Sm4,0.008042869,0.021100635,0.032831125,1.9498,0.378600994,8.56,3.268813226,2.79,0.474706618,56.147791,37.34462448,1.288,0.344960222,64.84,18.28991673,60000000000,94.82,41.31740498,2355.63,850.8676502,0.149977204,0.26006192,0.055727554,0.647058824,0.037151703,0.883069629,0.200924064,0.23597141,-0.168559742
272,Ca65Mg20Zn15,5,Ca65 Mg20 Zn15,-0.02310783,0.02310783,0.046770717,1.1595,0.333136754,3.5,4.975668955,1.3,0.995133791,40.72305,16.81367627,1.6725,0.249732867,36.4,38.75840028,3.99E-08,180,41.33688261,1013.252,214.8527238,-0.068825498,0.571428571,0,0.428571429,0,0.61311443,0.132634439,0.042520266,-0.035357724
273,Co71Mo9P14B6,4.5,Co71 Mo9 P14 B6,-0.016373107,0.019411548,0.034318767,1.9582,0.185173419,9.81,3.639448805,2.8,0.586840919,55.46215513,27.82061302,1.28,0.246149862,68.24,15.48904324,60000000000,85.16304,59.22978185,1701.282,956.3787674,-0.454760343,0.244558259,0.061459667,0.693982074,0,0.558399696,0.103498619,0.116150409,-0.062226962
274,Co46Fe20B23Si5Nb6,4.5,Co46 Fe20 B23 Si5 Nb6,0.024240289,0.03024433,0.02910178,1.891,0.126264995,9.73,2.839150839,2.72,0.540766307,47.7434575,27.62602834,1.2385,0.267396602,68.85,13.13315242,2.30E+11,78.95,40.20774851,1965.1,375.7748209,-0.497553124,0.27994228,0.047619048,0.672438672,0,0.778463625,0.142892835,0.167036436,-0.126574676
275,Co46Fe20B22.5Si5.5Nb6,4.5,Co46 Fe20 B22.5 Si5.5 Nb6,0.022850514,0.029442308,0.027632956,1.8903,0.125466128,9.735,2.845149926,2.72,0.540081259,47.82983,27.46237719,1.23975,0.265263113,68.845,13.10732745,2.25E+11,79.565,40.36109485,1961.79,374.6019729,-0.50469159,0.279740447,0.048305696,0.671953857,0,0.775439867,0.14174747,0.167875469,-0.127626462
278,Pd78Ag5Si17,4,Pd78 Ag5 Si17,-0.004624577,0.007768829,0.044969125,2.1355,0.202597993,10.73,2.492130869,2.83,0.625880834,93.175545,49.08545159,1.359,0.208235494,71.82,9.964902317,0.000170085,103.16,134.0391848,1774.4155,224.1343057,-0.157857905,0.043189369,0.03765227,0.919158361,0,0.307416241,0.088345477,0.082439189,0.032354062
284,Fe70Ni5Mo5P12.5C5B2.5,4,Fe70 Ni5 Mo5 P12.5 C5 B2.5,-0.00321725,0.009903598,0.051370117,1.93675,0.278046574,9.3,3.864012327,2.8,0.573627792,51.56570025,24.27646445,1.30125,0.295852869,67,17.30417427,25000000000,75.2045,49.73172536,1787.2875,1056.334087,-0.173525818,0.267123288,0.068493151,0.664383562,0,0.579288079,0.11701541,0.130472545,0.05164237
285,Fe75Mo4P10C4B4Si3,4,Fe75 Mo4 P10 C4 B4 Si3,-0.000670205,0.008362193,0.062247413,1.9185,0.275998768,9.24,4.086081801,2.79,0.627147803,50.5741592,25.74072966,1.303,0.3121189,66.78,18.23218357,40000000000,76.7636,52.63009767,1802.39,1021.825268,-0.042504178,0.274509804,0.067226891,0.658263305,0,0.526037518,0.113338346,0.110279209,0.098348399
286,Fe76Mo4P9C4B4Si3,4,Fe76 Mo4 P9 C4 B4 Si3,-0.002253002,0.009536056,0.054379164,1.9149,0.277474582,9.17,4.055748324,2.8,0.625764339,50.82287158,25.9830052,1.307,0.313862302,66.49,18.18151665,40000000000,77.56124,52.10354967,1817.327,1011.601113,-0.028103304,0.273361227,0.062761506,0.663877266,0,0.538802277,0.112261362,0.10944127,0.106410681
288,(((Fe0.6Co0.4)0.75B0.2Si0.05)0.96Nb0.04)98Cr2,4,Fe42.336 Co28.224 B18.816 Si4.704 Nb3.92 Cr2,0.018065612,0.018644043,0.055753231,1.8745024,0.118823022,9.34768,2.747599535,2.7648,0.506363346,48.31303593,24.40795126,1.270248,0.253602948,67.28608,12.55299804,1.88E+11,78.22592,35.80132388,1938.4496,330.7573177,-0.389112632,0.277428356,0.040344899,0.682226746,0,0.925998752,0.129564752,0.143748795,-0.010917443
289,((Co0.6Fe0.4)0.75B0.2Si0.05)96Nb4,4,Co43.2 Fe28.8 B19.2 Si4.8 Nb4,0.020740165,0.020740165,0.05635163,1.88608,0.11266018,9.56,2.661801891,2.76,0.514272899,48.68257144,25.08966464,1.2604,0.252848472,67.928,12.40327836,1.92E+11,80.784,37.57558085,1927.328,338.121653,-0.408337331,0.273743017,0.040223464,0.68603352,0,0.862927177,0.130342725,0.141064613,-0.047163433
290,((Fe0.6Ni0.4)0.75B0.15Si0.1)96Nb4,4,Fe43.2 Ni28.8 B14.4 Si9.6 Nb4,0.011094372,0.011094372,0.057811956,1.8808,0.108315017,9.752,2.804921107,2.76,0.510870836,48.9979864,23.20768203,1.2796,0.234781287,68.312,12.2431636,1.44E+11,81.216,36.58267019,1890.224,325.6888608,-0.446885897,0.266594124,0.04570185,0.687704026,0,0.786715183,0.118247839,0.140460249,-0.012208437
291,((Fe0.6Co0.2Ni0.2)0.75B0.2Si0.05)96Nb4,4,Fe43.2 Co14.4 Ni14.4 B19.2 Si4.8 Nb4,0.020674384,0.020674384,0.059419413,1.8832,0.112599163,9.56,2.66030184,2.76,0.499474514,48.20334088,24.12307255,1.2676,0.249984243,67.928,12.19262847,1.92E+11,76.608,34.39779802,1927.76,329.1384459,-0.547436024,0.273743017,0.040223464,0.68603352,0,0.980314626,0.13078029,0.1751013,-0.066841783
292,((Fe0.6Co0.3Ni0.1)0.75B0.2Si0.05)96Nb4,4,Fe43.2 Co21.6 Ni7.2 B19.2 Si4.8 Nb4,0.02070693,0.02070693,0.058139042,1.88104,0.11306525,9.488,2.680261917,2.76,0.503054072,48.22060612,24.30640396,1.2676,0.251775792,67.712,12.33649592,1.92E+11,77.256,35.1228607,1930.64,329.3059086,-0.505380234,0.276523702,0.040632054,0.682844244,0,0.965507377,0.130563409,0.167103305,-0.053081519
293,(((Fe0.6Co0.4)0.75B0.2Si0.05)0.96Nb0.04)100,4,Fe43.2 Co28.8 B19.2 Si4.8 Nb4,0.020740165,0.020740165,0.05635163,1.87888,0.115178519,9.416,2.738206133,2.76,0.514272899,48.23787136,24.85913254,1.2676,0.257390754,67.496,12.66376027,1.92E+11,77.904,36.37205663,1933.52,334.3587004,-0.408154156,0.27936146,0.041049031,0.67958951,0,0.868162296,0.130342725,0.141280643,-0.011245704
294,((Fe0.6Co0.4)0.75B0.15Si0.1)96Nb4,4,Fe43.2 Co28.8 B14.4 Si9.6 Nb4,0.011204801,0.011204801,0.057811956,1.87216,0.106180181,9.464,2.820743414,2.76,0.510870836,49.06704736,23.24929058,1.2796,0.234781287,67.448,12.48117263,1.44E+11,83.808,37.87652728,1901.744,318.1110508,-0.42566476,0.277463194,0.047565119,0.674971687,0,0.820304245,0.117429329,0.139101776,-0.005555047
295,(Co0.8Fe0.2)68B21.9Si5.1Nb5,4,Co54.4 Fe13.6 B21.9 Si5.1 Nb5,0.022419595,0.028481536,0.028547989,1.89526,0.123543472,9.795,2.834827663,2.73,0.558227191,48.09986658,28.04059902,1.23955,0.271368529,68.931,13.2739563,2.19E+11,81.543,41.96892475,1946.056,379.3552496,-0.412880375,0.274841438,0.045243129,0.679915433,0,0.748307546,0.138833684,0.1500421,-0.116015792
296,(Co0.5Fe0.5)68B21.9Si5.1Nb5,4,Co34 Fe34 B21.9 Si5.1 Nb5,0.022419595,0.028481536,0.012283684,1.88506,0.120375303,9.591,2.789585036,2.73,0.524766707,47.4698748,26.03715191,1.24975,0.262283327,68.319,12.89118505,2.19E+11,77.463,37.90629242,1954.828,351.0417751,-0.476781497,0.282977797,0.046582499,0.670439704,0,0.830357949,0.138833684,0.160248695,-0.073950051
297,Co46Fe20B23.5Si4.5Nb6,4,Co46 Fe20 B23.5 Si4.5 Nb6,0.025629179,0.031064985,0.03209746,1.8917,0.127066498,9.725,2.833301606,2.72,0.541493342,47.657085,27.79117177,1.23725,0.269535102,68.855,13.16001192,2.35E+11,78.335,40.04220693,1968.41,376.9351001,-0.489639849,0.280144404,0.046931408,0.672924188,0,0.78123994,0.144027068,0.166117653,-0.125411809
298,Co46Fe20B22Si6Nb6,4,Co46 Fe20 B22 Si6 Nb6,0.021459853,0.028658921,0.0279329,1.8896,0.12466954,9.74,2.851299287,2.72,0.539437737,47.9162025,27.30015472,1.241,0.263133652,68.84,13.08252365,2.20E+11,80.18,40.50253749,1958.48,373.4159956,-0.511092212,0.279538905,0.048991354,0.671469741,0,0.772199919,0.14059072,0.168631685,-0.12856
299,Fe49Mn10Mo14Cr4W1C16B6,4,Fe49 Mn10 Mo14 Cr4 W1 C16 B6,0.016064034,0.018549593,0.05279678,1.9745,0.362214359,8.78,3.27720352,2.78,0.495331364,52.7780705,34.01618296,1.2615,0.333401182,66.92,16.5692626,60000000000,88.92,50.19888383,2317.82,932.186194,0.64351083,0.270833333,0.056547619,0.651785714,0.020833333,0.850222102,0.177058293,0.221124545,-0.127651332
300,Fe50Mn10Mo14Cr4C16B6,4,Fe50 Mn10 Mo14 Cr4 C16 B6,0.016768166,0.018946691,0.050867475,1.9692,0.362175048,8.8,3.284640484,2.78,0.498838558,51.4981205,30.36799929,1.262,0.336006298,66.98,16.63984888,60000000000,88.02,49.60229885,2298.98,925.7575593,0.379390776,0.275757576,0.057575758,0.666666667,0,0.816519019,0.176721468,0.217836576,-0.122240001
301,Fe51Mn10Mo14Cr4C15B6,4,Fe51 Mn10 Mo14 Cr4 C15 B6,0.012326714,0.016307705,0.045689167,1.962,0.357466096,8.74,3.241523011,2.79,0.492992203,51.9364635,30.14672518,1.269,0.331116518,66.64,16.38830738,60000000000,87.42,49.46161356,2279.09,914.1759516,0.325596983,0.274096386,0.054216867,0.671686747,0,0.837042344,0.172629036,0.211285388,-0.103201521
320,Ni56 Co3 Nb28 Hf8 Sn5,4,Ni56 Co3 Nb28 Hf8 Sn5,0.022142806,0.026435168,0.049222326,1.776,0.25491491,8.29,3.607706562,2.95,0.281788718,80.86478625,44.11878817,1.399,0.082778157,62.43,10.8317657,1.18E-07,74.27,29.04293908,2016.454,745.5397254,-0.599604611,0.182784272,0.010626993,0.687566419,0.119022317,0.676062829,0.084141406,0.13890548,-0.11806021
328,(Fe0.9Co0.1)64.5Mo14C15B6Er0.5,4,Fe58.05 Co6.45 Mo14 C15 B6 Er0.5,0.019567899,0.020343708,0.049952555,1.997075,0.337016025,9.0145,3.299568766,2.79,0.520170018,52.93737358,33.5268115,1.267525,0.350268186,66.8985,17.50096723,60000000000,95.045,40.71606216,2290.7115,943.3143718,0.56132765,0.268999928,0.052064502,0.670258153,0.008677417,0.753125015,0.173092978,0.17273707,-0.062417655
329,(Fe0.9Co0.1)58.5Cr6Mo14C15B6Er0.5,4,Fe52.65 Co5.85 Cr6 Mo14 C15 B6 Er0.5,0.015593972,0.018796109,0.070032259,1.986575,0.334019807,8.8885,3.266411821,2.79,0.497587458,52.68791041,32.05542904,1.267825,0.335205094,66.6405,16.91337957,60000000000,95.765,38.70196366,2313.1095,890.8494136,0.627184244,0.265154305,0.053030861,0.672976357,0.008838477,0.855091918,0.173840347,0.205431778,-0.112036932
330,(Fe0.9Co0.1)64.25Mo14C15B6Er0.75,4,Fe57.825 Co6.425 Mo14 C15 B6 Er0.75,0.018485463,0.019593665,0.048629343,1.9955875,0.339580131,9.02925,3.307240572,2.79,0.519067196,53.21513653,34.23709738,1.2684125,0.350777831,66.80025,17.69251322,60000000000,94.8775,40.93784548,2290.69975,941.3239357,0.534398229,0.268427319,0.051953675,0.666630588,0.012988419,0.75648322,0.174572959,0.174375938,-0.065499217
331,Fe49Cr15Mo14C18B3Er1,4,Fe49 Cr15 Mo14 C18 B3 Er1,0.010417998,0.018109383,0.054363332,1.9807,0.372542621,8.71,3.47107527,2.79,0.492343482,52.753911,33.07195589,1.268,0.344926491,66.18,17.97408681,30000000000,98.92,36.92786023,2392.32,911.0727211,0.593985502,0.258698941,0.059001513,0.664145234,0.018154312,0.767340557,0.182856819,0.211053287,-0.136440582
332,Fe49Cr15Mo14C17B4Er1,4,Fe49 Cr15 Mo14 C17 B4 Er1,0.009427366,0.017683043,0.053690266,1.9756,0.365403281,8.7,3.443794507,2.79,0.49133943,52.741914,33.02636927,1.2695,0.341077758,66.09,17.75864495,40000000000,97.79,37.50952343,2377.81,893.0605037,0.511868139,0.259090909,0.057575758,0.665151515,0.018181818,0.789490478,0.181138136,0.207153877,-0.122350433
